,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted
11356,Ron Baker,Wichita St.,34,78.5,112.7,22.2,50.8,55.27,0.784,0.495,0.34800000000000003,4,193,2.09618149,0.0,87.0828,9.63519,31.6176,0.4706,4.3235,3.2059,1.5293999999999999,0.5882000000000001,13.7647,Combo G,No
11357,Kauri Black,Tulsa,32,52.6,105.3,17.9,65.7,61.41,0.47700000000000004,0.657,0.0,4,203,0.5,0.0,98.575,2.71263,21.2812,1.75,2.5,0.6875,0.8125,0.5625,7.0938,C,No
11360,Antonio Biglow,Montana St.,28,60.5,90.6,20.7,40.0,45.84,0.709,0.41500000000000004,0.233,4,182,1.47728132,0.0,107.478,-4.04285,25.1786,0.3214,1.8214000000000001,2.3214,1.0714,0.0357,7.2857,Scoring PG,No
11361,Taylor Echols,Georgia,25,11.9,77.6,14.4,51.6,50.22,0.333,0.0,0.355,4,185,0.33333333,0.0,102.117,-3.01767,6.44,0.0,0.52,0.16,0.12,0.0,1.4,Combo G,No
11362,Peter 'PJ' Roberson,Grambling St.,28,71.6,87.3,17.4,39.0,41.94,0.625,0.391,0.25,3,213,0.36671642,0.0,102.168,-4.93699,28.75,2.25,4.8929,0.3929,0.35710000000000003,2.5714,7.3571,C,No
11363,Peter 'Pj' Roberson,Grambling St.,25,43.7,76.5,21.0,35.9,39.4,0.5690000000000001,0.364,0.0,4,213,0.29032259,0.0,111.939,-9.95931,19.56,1.44,3.08,0.36,0.28,1.24,5.24,C,No
11364,Jalen Love,Denver,25,65.6,103.2,15.9,48.0,52.04,0.853,0.466,0.329,3,187,2.39285719,0.0,107.536,-1.4445000000000001,31.88,0.28,1.92,2.68,1.28,0.04,7.0,Scoring PG,No
11365,Bryant Rucker,Denver,31,41.1,111.0,18.5,61.0,64.67,0.795,0.5740000000000001,0.438,4,182,1.51610005,0.0,107.387,-2.23294,16.4516,0.0645,1.0,1.5161,0.4839,0.0323,5.4193999999999996,Scoring PG,No
11366,Sekou Harris,South Dakota,20,21.5,82.7,20.4,45.1,47.36,0.667,0.40800000000000003,0.364,3,182,1.13339691,0.0,106.685,-6.26908,14.4545,0.2727,1.2727,1.5455,0.4545,0.09090000000000001,3.6818,Combo G,No
11367,Charles Mann,Georgia,34,70.8,95.9,23.3,44.1,53.3,0.6970000000000001,0.392,0.4,4,195,0.9892516,0.0,102.757,0.854972,28.5294,0.5294,3.5588,2.7059,0.8529,0.029400000000000003,10.7941,Combo G,No
11368,Kenny Gaines,Georgia,34,72.4,104.0,21.4,49.7,52.7,0.744,0.381,0.383,4,190,0.66666667,0.0,104.413,3.56903,29.1765,0.7647,2.1471,1.0,0.8235,0.6765,12.7647,Wing G,No
11369,Ethan O'Day,Vermont,34,67.7,106.0,21.4,54.1,55.6,0.611,0.543,0.0,4,205,0.74575006,0.0,100.525,2.42725,28.6765,1.7941,4.5,1.2941,0.5882000000000001,2.0,11.5882,C,No
11371,Tyler Alderman,Jacksonville,11,15.4,95.6,16.8,45.0,47.64,0.615,0.45,0.0,2,205,0.81819999,0.0,114.14,-3.48049,15.7273,1.4545,1.5455,0.8182,0.36360000000000003,0.8182,4.0,C,No
11372,Dylan Fritsch,Jacksonville,24,43.0,108.5,19.6,51.2,53.5,0.788,0.47900000000000004,0.34800000000000003,3,198,0.5,0.0,108.586,-2.87299,21.8333,0.45830000000000004,1.8333,0.375,0.16670000000000001,0.25,9.75,Stretch 4,No
11373,Kordario Fleming,Jacksonville,6,13.5,77.4,19.1,38.9,40.4,0.444,0.4,0.0,2,198,0.53846867,0.0,115.863,-8.92057,25.1667,1.8333,3.3333,1.1667,0.16670000000000001,0.8333,6.0,PF/C,No
11374,Jarvis Haywood,Jacksonville,26,70.0,108.1,26.9,56.5,60.34,0.741,0.545,0.41200000000000003,2,193,0.8500114,0.0,114.258,-0.590173,30.1538,1.4231,3.0769,2.6154,1.2692,0.15380000000000002,16.5769,Combo G,No
11376,Tanner Samson,Elon,30,69.9,118.6,17.7,55.8,59.85,0.8,0.6000000000000001,0.366,4,193,1.99990635,0.0,104.775,4.71068,28.0667,0.5333,3.6333,2.1333,1.0,0.4,11.2667,Wing G,No
11377,Ethan Mackey,Maine,9,9.6,98.3,19.8,54.8,54.55,0.5,0.548,0.0,3,200,0.71432241,0.0,112.841,-6.20302,12.8889,1.0,2.0,0.5556,0.0,0.2222,4.3333,PF/C,No
11378,Dorian Albritton,VMI,22,21.1,85.0,20.2,38.5,38.5,0.375,0.385,0.256,1,193,1.07700115,0.0,115.499,-8.34258,10.7727,0.5455,0.7273000000000001,0.6364000000000001,0.1364,0.0,3.3182,Wing G,No
11379,Tim Marshall,VMI,25,49.8,84.4,20.7,41.5,42.5,0.611,0.366,0.28600000000000003,4,190,0.77419353,0.0,112.641,-6.30553,21.6,0.48,2.04,0.96,0.68,0.04,6.92,Wing G,No
11380,Gavin Stephenson,VMI,19,13.1,85.8,19.0,34.6,40.95,0.769,0.375,0.2,1,190,1.4165610499999999,0.0,111.676,-8.81864,7.7368,0.2632,0.8421000000000001,0.8947,0.21050000000000002,0.0,1.9474,Combo G,No
11381,Bryan Harris,UMBC,11,20.6,102.7,21.3,43.2,50.7,0.8290000000000001,0.459,0.273,1,187,0.7778049300000001,0.0,109.695,-5.44077,21.3636,0.5455,0.7273000000000001,0.6364000000000001,0.6364000000000001,0.0,9.0,Combo G,No
11382,Hondo Webb,Lamar,28,33.0,78.2,18.0,50.7,55.01,0.769,0.5630000000000001,0.1,2,187,0.5,0.0,109.29,-6.50735,14.7143,1.1071,1.5,0.9643,0.35710000000000003,0.1429,3.3929,Wing G,No
11383,Amos Wilson,Lamar,30,74.8,100.3,20.5,48.7,53.95,0.792,0.491,0.0,4,195,0.45453554,0.0,110.403,-4.10094,29.9333,1.5667,3.8333,0.8333,0.6667000000000001,0.6000000000000001,11.4,PF/C,No
11384,Jerome Alexander,Navy,26,19.8,75.7,22.1,37.8,39.22,0.5,0.384,0.0,1,198,0.38460001,0.0,104.495,-9.6214,9.1538,0.4615,0.5385,0.1923,0.1923,0.07690000000000001,2.4615,Wing F,No
11386,Charles Mitchell,Georgia Tech,36,62.4,106.8,23.2,51.9,53.2,0.589,0.519,0.0,4,203,0.33869468,0.0,100.834,2.80174,25.0278,3.8333,5.8611,0.5833,0.6111,0.3889,10.1111,C,No
11387,Shaquille Cleare,Texas,33,53.8,107.3,19.0,55.5,57.99,0.717,0.558,0.0,4,203,0.42504744,0.0,101.987,1.6074000000000002,21.5152,1.5152,3.0909,0.5152,0.2424,0.5758,8.0303,C,No
11388,Jake Layman,Maryland,35,79.1,116.5,17.2,60.1,64.02,0.846,0.604,0.399,4,205,0.68969888,47.0,98.339,6.94977,31.7429,1.0286,4.2571,1.1429,1.1429,1.0286,11.7143,Wing F,Yes
11389,Logan Aronhalt,Maryland,38,35.4,112.8,18.0,59.3,59.48,0.6000000000000001,0.368,0.434,4,190,0.53569487,0.0,99.6602,2.94413,14.2105,0.3684,1.2895,0.3947,0.2632,0.1053,6.0263,Wing G,No
11390,Seth Allen,Virginia Tech,32,69.5,108.8,23.5,62.6,64.69,0.73,0.601,0.441,4,185,1.18890669,0.0,108.883,3.2745800000000003,28.9062,0.25,2.0938,3.3438,0.7812,0.125,13.2812,Scoring PG,No
11391,Aaron Rountree,Iona,33,66.0,103.8,15.0,48.8,51.79,0.646,0.506,0.0,4,203,1.70585566,0.0,97.2987,4.7016100000000005,26.5152,1.2727,3.8788,2.6364,1.3636,1.7576,6.2424,C,No
11392,T.J. Warren,North Carolina St.,35,84.8,113.7,33.6,54.8,57.35,0.6900000000000001,0.58,0.267,2,203,0.48195156,14.0,102.54,7.66874,35.3714,3.2286,3.9143,1.1429,1.8,0.6000000000000001,24.8857,Wing F,Yes
11393,Dajuan Coleman,Syracuse,13,12.3,109.1,21.9,58.3,56.8,0.5,0.583,0.0,2,205,0.27274877000000003,0.0,96.4857,2.97365,13.0,2.3846,1.7692,0.2308,0.30770000000000003,0.5385,4.3077,C,No
11394,DaJuan Coleman,Syracuse,17,19.3,97.7,21.5,54.3,55.41,0.5710000000000001,0.551,0.0,4,205,0.13046048,0.0,101.053,-2.59937,15.5882,1.8235000000000001,2.9412000000000003,0.17650000000000002,0.4118,0.5294,5.6471,C,No
11397,Nyandigisi Moikobu,Iona,17,8.3,125.3,11.8,72.5,69.21,0.0,0.588,1.0,4,200,1.0,0.0,111.412,0.328598,6.8235,0.6471,0.5882000000000001,0.29410000000000003,0.0,0.058800000000000005,1.7059000000000002,PF/C,No
11398,Langston Burnett,Wagner,7,6.7,38.6,11.0,15.4,16.78,0.25,0.667,0.0,3,195,0.33333333,0.0,111.465,-7.79567,11.625,0.375,0.75,0.25,0.0,0.5,0.625,PF/C,No
11399,Rohan Brown,La Salle,22,33.2,101.7,12.3,61.8,60.1,0.5,0.667,0.333,4,198,0.77270001,0.0,111.023,-1.42489,18.0909,1.2727,2.2727,0.7727,0.5455,0.18180000000000002,3.4091,Wing F,No
11400,Terrell Rogers,Delaware,27,29.8,77.7,20.1,31.5,37.62,0.833,0.28600000000000003,0.23900000000000002,1,172,1.03231422,0.0,106.728,-7.21856,14.7778,0.25930000000000003,1.0,1.1852,0.33330000000000004,0.0,3.6296,Scoring PG,No
11402,Laquinton Ross,Ohio St.,35,72.0,106.2,27.5,49.8,54.19,0.732,0.485,0.353,3,203,0.48334596,0.0,92.4346,3.45402,29.0,1.8,4.1429,0.8286,0.7143,0.5714,15.2286,Wing F,No
11405,Omar Oraby,USC,31,55.9,105.6,18.0,57.4,60.11,0.648,0.5740000000000001,0.0,4,218,0.23909967000000001,0.0,102.344,2.8036000000000003,22.6129,1.8387,4.129,0.3548,0.1613,2.1935000000000002,8.0,C,No
11407,J.T. Terrell,USC,24,46.7,88.2,23.4,42.6,45.95,0.731,0.462,0.259,4,190,0.52271859,0.0,110.542,-2.88748,24.4167,0.75,2.125,0.9583,0.375,0.25,9.7917,Wing G,No
11408,Davon Haynes,Arkansas Pine Bluff,29,77.3,99.6,22.9,51.3,53.86,0.616,0.514,0.333,3,203,0.56452591,0.0,105.13,-1.77968,30.931,1.931,3.8276,1.2069,1.1034,0.7241000000000001,12.7241,Wing F,No
11409,Tevin Hammond,Arkansas Pine Bluff,32,77.4,83.5,21.1,40.3,45.59,0.6940000000000001,0.364,0.295,3,182,0.96840472,0.0,100.998,-3.7862999999999998,31.0625,0.625,1.8437999999999999,2.875,2.4375,0.031200000000000002,8.25,Scoring PG,No
11410,Matthew Hezekiah,South Carolina St.,28,72.0,107.0,20.6,53.5,56.72,0.717,0.539,0.0,4,210,0.35413871,0.0,107.198,-2.11522,29.1786,2.2857,3.9643,0.6071000000000001,0.7143,0.75,12.1429,C,No
11412,Chasen Campbell,South Carolina St.,12,5.3,77.3,15.4,26.7,30.01,0.429,0.333,0.0,4,203,2.0012005,0.0,113.308,-10.423,5.0,0.33330000000000004,0.5,0.16670000000000001,0.0,0.0,0.9167000000000001,PF/C,No
11414,Shaquille Mitchell,South Carolina St.,26,50.8,71.9,21.7,30.6,34.76,0.556,0.272,0.25,1,193,0.53061656,0.0,108.608,-8.0422,22.1923,1.8077,2.1538,1.0,0.7308,0.07690000000000001,5.3462,Wing G,No
11415,Shaquiel Mitchell,South Carolina St.,22,18.1,52.3,18.1,25.7,28.25,0.368,0.267,0.14300000000000002,2,193,0.37501147,0.0,108.205,-11.4717,9.318200000000001,0.6818000000000001,1.0909,0.4091,0.2727,0.0455,1.1818,Wing G,No
11416,A'uston Calhoun,Bowling Green,31,72.8,101.8,25.4,47.9,51.26,0.71,0.486,0.23800000000000002,3,200,0.35715474,0.0,101.58,-2.27858,29.2258,2.2903000000000002,3.5806,0.6452,0.4839,0.3871,13.3871,Wing F,No
11417,A'Uston Calhoun,Bowling Green,30,83.8,99.9,25.5,47.1,51.5,0.796,0.461,0.352,4,200,0.36922511,0.0,101.503,-3.12361,34.0667,2.2667,4.7667,0.8,0.3667,0.4667,15.2333,Wing F,No
11418,Gabe Snider,Illinois Chicago,16,22.5,101.3,16.6,51.3,51.31,0.5,0.333,0.369,4,190,1.23076923,0.0,109.651,-1.47906,16.0,0.4375,1.625,1.0,0.375,0.25,5.375,Combo G,No
11419,Warren Boyd,Arkansas Pine Bluff,24,16.5,83.1,12.2,26.7,36.71,0.65,0.28600000000000003,0.0,1,190,0.7140897900000001,0.0,103.538,-8.15364,8.2917,0.625,0.75,0.2083,0.0833,0.0417,1.2083,Wing G,No
11420,Jalen Palm,Monmouth,17,5.5,93.1,14.9,29.4,36.78,0.6000000000000001,0.222,0.25,2,177,6.00170058,0.0,104.749,-4.4135100000000005,4.1765,0.058800000000000005,0.3529,0.3529,0.17650000000000002,0.0,0.9412,Combo G,No
11421,Tyrone O'Garro,Fairleigh Dickinson,14,12.3,92.4,13.7,43.5,48.78,0.667,0.47600000000000003,0.0,4,198,0.7778332800000001,0.0,107.881,-4.8586,10.4667,0.7333000000000001,1.5333,0.4667,0.33330000000000004,0.4,2.1333,PF/C,No
11422,Cleanthony Early,Wichita St.,35,68.5,117.7,26.4,57.3,62.88,0.842,0.579,0.376,4,203,0.373139,34.0,91.1751,5.69725,27.4857,1.2857,4.7143,0.7143,0.7714000000000001,0.8,16.2857,Stretch 4,Yes
11423,Cody McDavis,Northern Colorado,27,41.8,97.1,19.1,45.7,48.88,0.6920000000000001,0.456,0.333,3,203,0.34787543,0.0,116.236,-8.52727,17.8276,0.7241000000000001,1.9655,0.27590000000000003,0.27590000000000003,0.1034,5.8966,Wing F,No
11426,Dwaun Anderson,Wagner,32,68.5,98.0,19.7,45.6,48.52,0.667,0.493,0.20700000000000002,4,193,0.98145188,0.0,94.2182,0.762941,28.3438,1.1875,3.4688,1.6562000000000001,1.25,0.9062,9.6875,Wing G,No
11427,Greg Tucker,Chicago St.,7,11.6,76.1,26.7,42.2,46.13,0.889,0.333,0.333,3,187,0.42106621,0.0,108.139,-11.257,19.7143,0.2857,0.5714,1.1429,0.5714,0.0,7.2857,Combo G,No
11431,Zach Gordon,Cal Poly,28,41.1,101.2,15.0,41.7,48.72,0.638,0.423,0.0,4,203,0.29162499999999997,0.0,103.286,-1.22443,17.0333,2.1667,2.9333,0.2333,0.33330000000000004,1.3667,3.4333,C,No
11432,Anthony Silvestri,Cal Poly,22,19.0,53.1,14.3,18.6,20.61,0.6000000000000001,0.222,0.11900000000000001,4,200,0.399904,0.0,106.31,-9.14958,9.4167,0.4167,0.9167000000000001,0.0833,0.0833,0.0,1.25,PF/C,No
11433,Brian Bennett,Cal Poly,28,48.9,103.1,23.5,50.7,50.52,0.467,0.507,0.0,4,205,1.0,0.0,113.062,-3.19721,19.8929,1.5,2.5,0.7857000000000001,0.21430000000000002,0.21430000000000002,9.0357,C,No
11434,Jake Bittle,South Dakota St.,24,48.4,96.4,20.5,43.2,48.84,0.793,0.462,0.254,4,193,0.9800315700000001,0.0,99.1887,1.8750200000000001,25.7917,1.4167,3.375,2.0417,1.0417,0.125,8.0,Wing G,No
11435,Steven Adams,Pittsburgh,32,56.1,109.7,18.0,57.1,55.46,0.443,0.5710000000000001,0.0,1,213,0.57140248,12.0,86.5013,9.76937,23.4062,2.8125,3.5312,0.625,0.6562,2.0312,7.2188,C,Yes
11436,Haiishen McIntyre,High Point,29,57.8,109.0,16.2,39.4,48.6,0.766,0.387,0.28600000000000003,4,187,3.4138,0.0,103.036,0.861136,23.3103,0.44830000000000003,2.069,3.4138,1.6207,0.1379,5.4828,Pure PG,No
11437,Derrell Edwards,High Point,29,51.6,95.6,11.9,42.8,49.15,0.788,0.5,0.185,4,187,1.57141377,0.0,114.03,-3.54384,20.7241,0.3448,1.7241,1.5171999999999999,0.5517000000000001,0.0345,3.3448,Combo G,No
11438,Brett Bisping,Siena,34,81.2,107.9,19.3,52.8,56.36,0.748,0.517,0.372,4,203,0.71050862,0.0,101.169,1.27481,32.5882,2.5588,7.1471,1.5882,1.1765,0.4706,12.2941,Stretch 4,No
11439,Xavier Munford,Rhode Island,31,88.7,99.1,25.7,47.6,51.3,0.7020000000000001,0.459,0.333,4,187,0.86902605,0.0,102.53,1.6127,35.6129,0.6129,3.2903000000000002,2.3548,1.129,0.3871,16.9355,Combo G,No
11440,Alwayne Bigby,Rhode Island,29,23.9,82.7,11.6,39.4,45.57,0.6880000000000001,0.5650000000000001,0.0,4,195,0.33333333,0.0,103.649,-2.91715,9.7241,0.6207,1.069,0.1724,0.3103,0.069,1.2759,Wing F,No
11441,Marcus Tyus,Nebraska Omaha,31,69.0,114.6,25.5,58.6,63.62,0.8160000000000001,0.511,0.452,4,185,0.72370524,0.0,110.28,1.44825,27.5,0.5938,2.4062,1.7187999999999999,1.5625,0.09380000000000001,17.0938,Combo G,No
11442,Martin Seiferth,Eastern Washington,29,53.0,111.2,15.4,65.9,60.94,0.327,0.659,0.0,3,208,0.1724,0.0,108.036,-1.37816,21.3103,2.2069,2.9655,0.1724,0.2414,1.3793,6.5862,C,No
11444,Ben Millaud-Meunier,St. Francis PA,29,67.3,114.9,20.4,52.5,57.84,0.899,0.34700000000000003,0.396,4,190,1.31580554,0.0,110.341,-1.32206,27.1379,0.3448,2.4138,1.7241,0.5172,0.069,11.8276,Combo G,No
11446,Daniel Ochefu,Villanova,37,53.9,122.2,21.3,62.7,64.16,0.684,0.63,0.0,4,210,1.25995264,0.0,86.4555,12.674900000000001,23.3784,2.0541,5.4595,1.7027,0.7838,1.5405,10.027,C,No
11450,Alex Poythress,Kentucky,31,50.3,121.1,18.7,61.9,64.31,0.706,0.64,0.304,4,203,0.27029744,0.0,95.9421,5.51732,23.6129,1.7742,4.2581,0.3226,0.6129,0.6774,10.2258,PF/C,No
11451,Nerlens Noel,Kentucky,24,57.5,109.0,18.2,59.0,58.26,0.529,0.59,0.0,1,208,0.84442666,6.0,81.3956,12.8608,31.875,2.7083,6.75,1.5833,2.0833,4.4167,10.4583,C,Yes
11452,Keelan Garrett,McNeese St.,27,71.7,99.2,19.2,48.0,48.81,0.63,0.396,0.353,4,182,1.15380329,0.0,113.864,-4.6188400000000005,28.7742,0.3871,1.9032,1.4516,0.7097,0.0323,10.8387,Combo G,No
11453,Onzie Branch,Gardner Webb,30,36.0,105.2,20.4,54.7,58.25,0.667,0.5630000000000001,0.0,4,198,0.88237893,0.0,102.376,-0.0748534,14.9,1.2,2.0333,1.0,0.5333,0.2,5.3333,PF/C,No
11454,Kendrec Ferrara,Furman,33,31.5,97.9,18.4,57.3,55.37,0.417,0.644,0.267,4,205,0.3213907,0.0,102.89,-1.83548,12.6061,0.8485,1.3939,0.2727,0.18180000000000002,0.7273000000000001,4.0303,PF/C,No
11455,Kevin Aronis,New Mexico St.,35,47.6,127.8,13.9,61.5,62.3,0.727,0.40900000000000003,0.428,4,190,0.81251366,0.0,105.528,1.52672,19.2571,0.0857,1.4,0.3714,0.2857,0.1143,7.3143,Wing G,No
11458,J.J. Butler,Lipscomb,30,20.7,67.2,10.5,50.0,47.14,0.333,0.545,0.28600000000000003,3,187,1.0,0.0,111.48,-6.87646,8.7,0.1333,0.6667000000000001,0.8667,0.3667,0.06670000000000001,0.7000000000000001,Scoring PG,No
11459,Geron Johnson,Memphis,33,69.5,95.5,20.8,44.9,47.56,0.616,0.47700000000000004,0.261,4,190,1.43038564,0.0,99.5465,3.06365,28.0303,1.5152,3.2424,3.4242,1.2727,0.4545,8.7879,Wing G,No
11461,Max Banchy,New Orleans,22,33.7,67.7,11.6,46.7,48.58,0.8,0.533,0.29,3,187,0.23996833,0.0,113.387,-8.62395,13.8636,0.18180000000000002,0.6818000000000001,0.2727,0.2727,0.0,2.1364,Combo G,No
11462,Imoh Silas,Siena,20,7.1,59.7,14.6,40.0,39.57,0.333,0.4,0.0,4,205,0.25,0.0,95.7817,-2.3119300000000003,4.9,0.30000000000000004,0.7000000000000001,0.15,0.15,0.55,0.65,C,No
11464,Denzel Valentine,Michigan St.,31,72.5,125.5,28.9,57.9,60.82,0.853,0.481,0.444,4,195,2.83533318,14.0,92.9687,14.386,32.9677,0.8065,6.7097,7.7742,1.0323,0.2258,19.1935,Pure PG,Yes
11465,Spencer Parker,Bowling Green,32,74.8,102.3,25.7,50.6,54.84,0.707,0.47000000000000003,0.425,4,200,0.72728786,0.0,108.005,-0.407257,29.9062,1.5,3.7188,1.75,0.5,0.4375,14.3125,Wing F,No
11466,Richaun Holmes,Bowling Green,30,67.1,115.8,25.1,59.3,62.31,0.711,0.586,0.419,4,203,0.43332471,37.0,91.2274,7.98568,28.7742,2.871,5.1613,0.8387,0.7097,2.6452,14.8065,PF/C,Yes
11467,Matt Costello,Michigan St.,35,56.9,124.2,22.0,56.4,59.94,0.752,0.5700000000000001,0.25,4,205,1.21055531,0.0,88.9659,9.77691,22.9143,2.9143,5.3143,1.3143,0.6571,1.2,10.6857,C,No
11469,Millaun Brown,Louisiana Monroe,17,14.1,85.6,14.6,52.6,47.85,0.333,0.526,0.0,4,200,0.19993201,0.0,108.383,-5.54681,8.7647,1.1176,0.6471,0.11760000000000001,0.11760000000000001,0.11760000000000001,1.4706000000000001,PF/C,No
11470,Kyle Koszuta,Louisiana Monroe,19,17.5,75.0,13.9,36.0,35.99,0.333,0.222,0.265,2,187,1.0,0.0,107.082,-4.68468,9.7895,0.1053,0.3158,0.3684,0.4737,0.0,1.7368000000000001,Scoring PG,No
11473,Geovonie McKnight,Miami OH,31,78.0,95.1,26.1,43.8,49.28,0.752,0.441,0.261,4,190,0.9333306,0.0,106.574,-1.35213,32.2258,1.2581,2.8387000000000002,2.2580999999999998,1.0645,0.2258,13.3226,Combo G,No
11474,Jack Montague,Yale,19,47.3,106.8,18.4,51.9,55.06,0.839,0.30000000000000004,0.397,4,182,1.36586494,0.0,98.3685,2.02213,29.0,0.42110000000000003,2.0526,2.9474,1.1579,0.0,9.8947,Pure PG,No
11475,Nick Victor,Yale,29,71.5,104.4,14.6,56.7,56.77,0.543,0.5,0.425,4,195,1.26319003,0.0,92.2511,5.78146,28.7241,1.6207,5.7586,2.4828,0.6207,1.2759,6.6897,Stretch 4,No
11478,Mindaugas Kacinas,South Carolina,33,73.0,117.9,15.0,55.0,57.08,0.652,0.5740000000000001,0.323,4,200,0.9687532600000001,0.0,101.227,4.15974,29.4242,2.0303,3.0606,0.9394,0.4848,0.4545,9.8485,Wing F,No
11479,Michael Carrera,South Carolina,31,65.6,115.4,23.5,53.3,58.43,0.753,0.47900000000000004,0.41300000000000003,4,195,0.65515767,0.0,92.7914,7.12645,28.129,2.2580999999999998,5.6452,1.2258,1.0,1.0645,14.7742,Stretch 4,No
11481,Laimonas Chatkevicius,South Carolina,33,55.7,109.0,22.0,55.4,58.25,0.738,0.5730000000000001,0.259,4,210,0.42106175,0.0,97.9102,3.91957,22.4545,2.1212,2.697,0.7273000000000001,0.5455,0.9091,10.4848,C,No
11482,Zach Padgett,Central Arkansas,20,12.1,81.0,18.4,41.7,42.68,0.6000000000000001,0.357,0.294,1,195,0.2,0.0,108.385,-9.34497,6.95,0.2,0.65,0.1,0.2,0.05,2.15,Wing G,No
11483,Daouda Berete,Central Arkansas,27,50.6,76.4,15.7,33.5,41.86,0.714,0.298,0.318,2,193,0.73330535,0.0,108.549,-6.26039,20.4444,0.5556,2.9259,1.2222,1.1111,0.2222,4.1111,Wing G,No
11484,Justin Colvin,Alabama A&M,27,43.6,93.8,18.4,44.5,46.95,0.61,0.434,0.301,3,190,1.14808673,0.0,108.174,-4.82606,17.9643,0.42860000000000004,1.3214000000000001,1.1071,0.5357000000000001,0.1071,5.2857,Combo G,No
11486,Justin Sears,Yale,28,74.6,113.9,26.9,53.4,56.79,0.669,0.537,0.313,4,203,1.14490931,0.0,94.4855,8.27205,31.0357,3.6786,3.8214,2.8214,0.75,1.7143000000000002,15.7143,C,No
11487,Ramon Mercado,Hampton,29,35.8,105.6,16.8,48.9,52.46,0.788,0.405,0.352,4,193,0.94997825,0.0,96.9186,-0.5207149999999999,15.2414,0.3448,1.6897,0.6552,0.5862,0.3103,5.3793,Wing G,No
11488,Reggie Price,Hampton,12,8.0,87.2,18.1,43.2,43.48,0.5,0.5,0.276,2,190,0.0,0.0,102.086,-10.7829,8.25,0.33330000000000004,0.8333,0.0,0.0833,0.0,2.75,Stretch 4,No
11489,Jordan Downing,Presbyterian,27,81.4,95.6,27.6,46.1,49.45,0.75,0.434,0.331,4,195,0.57142152,0.0,115.562,-4.2920300000000005,32.4839,0.6774,3.6129,1.1613,0.6129,0.1613,16.6129,Wing G,No
11491,Josh Pierre,Arkansas St.,22,23.0,71.6,6.8,22.7,29.89,0.875,0.0,0.17200000000000001,4,182,1.0,0.0,109.9,-4.99203,12.318200000000001,0.2273,1.0455,0.18180000000000002,0.18180000000000002,0.0455,1.0,Combo G,No
11492,Cameron Golden,Arkansas St.,28,87.0,94.4,23.2,44.7,47.9,0.6910000000000001,0.427,0.31,3,182,1.23812368,0.0,103.392,0.404302,35.069,0.5172,2.6207000000000003,2.6897,1.6897,0.1724,13.6897,Combo G,No
11493,Twymond Howard,Tennessee Martin,32,81.3,103.7,26.3,47.4,52.66,0.737,0.461,0.367,4,198,1.01353516,0.0,104.726,-1.10071,34.0625,1.25,5.9062,2.3438,0.6875,0.3438,16.0625,Wing F,No
11494,Steve Johnston,Fairfield,31,45.6,83.4,14.6,38.4,43.55,0.707,0.41200000000000003,0.253,4,182,0.65224423,0.0,106.688,-4.16191,18.6129,0.129,1.0323,0.4839,0.5484,0.0323,3.8064999999999998,Combo G,No
11495,Aaron Thomas,Florida St.,6,12.8,97.3,29.2,48.6,53.12,0.724,0.528,0.23500000000000001,3,195,0.81250234,0.0,99.8714,0.5507259999999999,28.3333,0.0,3.5,2.1667,1.3333,0.0,14.8333,Combo G,No
11496,Reggie McAdams,Akron,34,66.3,121.8,17.9,58.7,60.49,0.718,0.481,0.40800000000000003,4,200,1.25003536,0.0,101.454,4.17466,26.6176,1.0588,3.0294,0.8824000000000001,0.7353000000000001,0.2647,11.4118,Wing G,No
11497,Seth Kisler,Arkansas St.,16,7.4,99.4,15.1,63.3,62.76,0.5710000000000001,0.556,0.5,3,203,0.14285714,0.0,110.612,-4.77688,5.6875,0.5,0.1875,0.0625,0.0625,0.0,1.4375,Wing F,No
11498,Kelvin Downs,Arkansas St.,8,8.6,90.0,16.8,50.0,51.95,1.0,0.5,0.0,4,205,0.5,0.0,104.293,-2.82144,12.625,0.75,1.5,0.5,0.25,0.75,3.5,C,No
11499,Dionte Adams,Hampton,31,47.2,107.8,15.1,50.0,53.16,0.638,0.513,0.0,4,200,0.62063069,0.0,98.8921,0.344255,19.2581,2.4194,3.2580999999999998,0.5806,0.3871,1.1613,5.129,PF/C,No
11500,Dejan Kravic,Texas Tech,32,52.8,107.7,20.5,50.8,53.2,0.646,0.505,0.5,4,213,0.68421053,0.0,106.126,4.3337,21.2188,2.0625,2.5625,0.8125,0.4375,1.2812000000000001,7.3438,PF/C,No
11501,Larry Taylor,Liberty,23,8.2,39.2,14.1,20.0,24.24,0.4,0.333,0.0,1,185,0.57138163,0.0,106.751,-9.70787,4.7391000000000005,0.043500000000000004,0.1739,0.3478,0.2174,0.1739,0.2609,Combo G,No
11502,Alfonzo Houston,North Carolina Central,32,64.5,104.4,19.8,43.2,51.69,0.782,0.459,0.1,4,190,0.94863809,0.0,96.9526,-1.93219,26.1875,0.6562,2.2188,1.1562000000000001,0.625,0.09380000000000001,9.375,Wing G,No
